1575063933.134041,0
1575063933.270627,40
1575063933.375423,59
1575063933.481628,100
1575063933.593802,100
1575063933.703513,100
1575063933.812709,100
1575063933.916805,100
1575063934.021037,100
1575063934.125557,100
1575063934.229902,100
1575063934.344552,100
1575063934.449385,100
1575063934.555170,100
1575063934.659607,100
1575063934.765121,100
1575063934.870639,100
1575063934.976878,100
1575063935.082564,100
1575063935.188247,100
1575063935.294739,100
1575063935.400256,100
1575063935.515116,100
1575063935.620321,100
1575063935.733104,76
1575063935.840810,50
1575063935.944953,64
1575063936.050109,63
1575063936.156665,45
1575063936.262525,25
1575063936.367151,26
1575063936.472280,25
1575063936.576525,25
1575063936.689465,27
1575063936.793553,29
1575063936.898662,30
1575063937.004861,33
1575063937.109964,39
1575063937.214154,32
1575063937.319507,46
1575063937.430931,37
1575063937.536845,22
1575063937.641095,27
1575063937.748322,49
1575063937.854140,67
1575063937.959824,83
1575063938.064552,95
1575063938.169803,99
1575063938.275692,79
1575063938.380361,56
1575063938.490377,57
1575063938.595827,63
1575063938.699984,69
1575063938.804969,52
1575063938.910205,52
1575063939.015739,60
1575063939.121512,64
1575063939.226985,65
1575063939.343566,72
1575063939.450226,72
1575063939.559010,75
1575063939.666181,85
1575063939.775862,85
1575063939.881479,93
1575063939.987307,94
1575063940.093633,67
1575063940.198202,67
1575063940.303453,66
1575063940.410689,66
1575063940.515781,66
1575063940.620919,66
1575063940.726279,66
1575063940.830932,66
1575063940.936014,66
1575063941.042420,66
1575063941.153281,66
1575063941.262988,67
1575063941.379020,68
1575063941.484680,68
1575063941.591127,68
1575063941.702635,68
1575063941.810037,68
1575063941.916488,68
1575063942.023442,69
1575063942.128534,69
1575063942.233121,69
1575063942.337593,69
1575063942.443014,68
1575063942.547456,68
1575063942.651859,68
1575063942.761644,69
1575063942.866594,68
1575063942.982506,69
1575063943.095764,70
1575063943.200206,71
1575063943.305829,70
1575063943.410608,71
1575063943.514917,71
1575063943.620598,71
1575063943.726256,71
1575063943.832106,71
1575063943.938191,71
1575063944.043966,72
1575063944.149197,72
1575063944.254784,72
1575063944.360838,71
1575063944.465667,71
1575063944.572279,71
1575063944.689983,71
1575063944.806414,73
1575063944.911065,73
1575063945.015315,73
1575063945.121263,74
1575063945.232432,74
1575063945.340079,79
1575063945.446766,81
1575063945.551155,84
1575063945.656901,84
1575063945.762477,94
1575063945.867416,94
1575063945.975033,93
1575063946.082978,93
1575063946.193047,88
1575063946.301506,89
1575063946.406405,75
1575063946.511399,75
1575063946.615446,74
1575063946.723152,74
1575063946.827828,74
1575063946.932463,75
1575063947.040559,77
1575063947.146795,78
1575063947.251160,83
1575063947.356914,83
1575063947.462194,86
1575063947.567059,86
1575063947.673383,96
1575063947.778779,96
1575063947.884770,94
1575063947.990206,94
1575063948.099566,97
1575063948.211581,97
1575063948.318354,77
1575063948.427541,77
1575063948.532251,77
1575063948.638764,77
1575063948.749509,77
1575063948.855266,78
1575063948.961296,78
1575063949.070333,80
1575063949.175415,85
1575063949.280662,85
1575063949.385315,88
1575063949.491610,89
1575063949.596552,99
1575063949.702323,99
1575063949.807853,95
1575063949.912461,95
1575063950.021002,100
1575063950.135373,100
1575063950.250851,86
1575063950.356872,80
1575063950.461595,80
1575063950.567776,80
1575063950.675113,80
1575063950.780687,81
1575063950.886387,81
1575063950.991572,84
1575063951.096238,84
1575063951.200770,82
1575063951.305637,82
1575063951.410000,81
1575063951.515778,81
1575063951.621564,80
1575063951.730473,81
1575063951.835743,81
1575063951.961004,82
1575063952.065703,81
1575063952.169935,81
1575063952.276344,81
1575063952.380721,82
1575063952.486110,82
1575063952.591299,82
1575063952.696126,82
1575063952.800455,83
1575063952.907078,83
1575063953.012313,83
1575063953.117732,83
1575063953.222272,83
1575063953.328368,83
1575063953.432783,83
1575063953.537049,84
1575063953.644287,84
1575063953.759100,84
1575063953.874711,84
1575063953.979291,84
1575063954.084246,84
1575063954.201541,84
1575063954.306614,85
1575063954.411355,86
1575063954.515686,85
1575063954.621121,85
1575063954.726463,85
1575063954.831246,85
1575063954.936737,85
1575063955.043108,85
1575063955.147952,85
1575063955.254220,86
1575063955.360522,86
1575063955.465710,86
1575063955.573841,86
1575063955.680312,86
1575063955.789949,86
1575063955.896968,86
1575063956.002577,87
1575063956.108983,87
1575063956.217603,88
1575063956.365864,89
1575063956.471348,89
1575063956.577981,95
1575063956.684709,94
1575063956.803954,97
1575063956.924546,97
1575063957.031403,100
1575063957.136771,99
1575063957.243536,100
1575063957.348903,100
1575063957.454491,100
1575063957.559434,65
1575063957.664314,44
1575063957.768619,25
1575063957.874515,34
1575063957.978772,44
1575063958.083268,52
1575063958.187848,26
1575063958.295006,32
1575063958.404635,45
1575063958.514278,53
1575063958.620197,32
1575063958.725806,26
1575063958.830079,26
1575063958.934855,27
1575063959.040149,27
1575063959.144772,28
1575063959.251054,27
1575063959.356548,27
1575063959.461885,28
1575063959.567327,28
1575063959.672542,28
1575063959.777415,29
1575063959.882674,29
1575063959.988092,31
1575063960.092888,31
1575063960.200168,31
1575063960.305428,32
1575063960.410051,32
1575063960.514115,32
1575063960.624128,33
1575063960.734739,33
1575063960.844759,33
1575063960.951534,34
1575063961.056966,34
1575063961.162753,34
1575063961.272990,34
1575063961.379063,35
1575063961.484881,34
1575063961.589945,34
1575063961.695619,35
1575063961.800892,36
1575063961.907928,36
1575063962.013400,37
1575063962.119475,37
1575063962.226101,37
1575063962.331466,37
1575063962.442505,38
1575063962.549185,38
1575063962.656435,38
1575063962.762587,38
1575063962.867088,39
1575063962.971748,39
1575063963.076614,39
1575063963.181429,40
1575063963.286100,40
1575063963.391788,40
1575063963.498296,40
1575063963.603387,41
1575063963.709262,41
1575063963.814075,47
1575063963.918840,51
1575063964.030920,63
1575063964.136594,73
1575063964.242195,71
1575063964.348815,44
1575063964.469186,49
1575063964.584230,53
1575063964.689805,63
1575063964.795463,71
1575063964.901460,71
1575063965.005779,46
1575063965.111278,51
1575063965.216121,52
1575063965.320757,54
1575063965.425993,64
1575063965.531139,72
1575063965.637442,59
1575063965.744145,46
1575063965.849500,45
1575063965.957626,45
1575063966.071095,45
1575063966.177613,46
1575063966.283544,46
1575063966.397447,46
1575063966.502553,46
1575063966.607664,47
1575063966.712780,47
1575063966.818204,47
1575063966.922937,47
1575063967.027638,48
1575063967.131759,48
1575063967.236336,49
1575063967.340507,48
1575063967.445884,48
1575063967.551055,49
1575063967.657187,49
1575063967.762413,49
1575063967.866898,49
1575063967.973700,51
1575063968.083866,51
1575063968.192131,50
1575063968.303331,50
1575063968.408251,50
1575063968.513404,51
1575063968.618333,51
