1575063883.575364,17
1575063883.700276,18
1575063883.814767,20
1575063883.928231,20
1575063884.034080,12
1575063884.138314,13
1575063884.243771,13
1575063884.349897,13
1575063884.455130,14
1575063884.560415,15
1575063884.665158,16
1575063884.770298,16
1575063884.875821,17
1575063884.981556,16
1575063885.087316,18
1575063885.191342,18
1575063885.295742,19
1575063885.402286,20
1575063885.506907,19
1575063885.611327,11
1575063885.717275,12
1575063885.828714,14
1575063885.939880,14
1575063886.045150,15
1575063886.153143,16
1575063886.256962,17
1575063886.361713,17
1575063886.466824,18
1575063886.572340,18
1575063886.677400,18
1575063886.782906,18
1575063886.887981,19
1575063886.993228,19
1575063887.097971,20
1575063887.203528,19
1575063887.308153,20
1575063887.412807,6
1575063887.519870,7
1575063887.625273,9
1575063887.733232,10
1575063887.847727,11
1575063887.954159,12
1575063888.059075,12
1575063888.163620,13
1575063888.269539,20
1575063888.375219,20
1575063888.480765,16
1575063888.585593,13
1575063888.690431,14
1575063888.795936,15
1575063888.901541,14
1575063889.006927,20
1575063889.112916,17
1575063889.218557,15
1575063889.323409,16
1575063889.428486,20
1575063889.534046,4
1575063889.643939,5
1575063889.754431,8
1575063889.858554,8
1575063889.967605,9
1575063890.076677,10
1575063890.186332,11
1575063890.292178,12
1575063890.397980,13
1575063890.502927,13
1575063890.608550,14
1575063890.722540,15
1575063890.827599,16
1575063890.933601,17
1575063891.039260,18
1575063891.145256,18
1575063891.250890,19
1575063891.355982,19
1575063891.472840,20
1575063891.576766,20
1575063891.683506,11
1575063891.788450,11
1575063891.892723,12
1575063891.998656,13
1575063892.103838,14
1575063892.209371,14
1575063892.314089,15
1575063892.419237,16
1575063892.524210,16
1575063892.628734,17
1575063892.734515,18
1575063892.838982,18
1575063892.944587,19
1575063893.053150,20
1575063893.157561,20
1575063893.263421,20
1575063893.373929,20
1575063893.482838,7
1575063893.595802,7
1575063893.699981,9
1575063893.805034,10
1575063893.910434,11
1575063894.015501,12
1575063894.120841,12
1575063894.226268,13
1575063894.331480,14
1575063894.437741,15
1575063894.543054,15
1575063894.648143,16
1575063894.753950,17
1575063894.859024,20
1575063894.963133,20
1575063895.069207,8
1575063895.174159,10
1575063895.280793,12
1575063895.396878,19
1575063895.508226,20
1575063895.615172,15
1575063895.720635,4
1575063895.824959,6
1575063895.930699,15
1575063896.035109,20
1575063896.139993,20
1575063896.245014,3
1575063896.352233,5
1575063896.458200,13
1575063896.562896,8
1575063896.667333,9
1575063896.772831,10
1575063896.877530,11
1575063896.983644,12
1575063897.088289,13
1575063897.195247,14
1575063897.299743,14
1575063897.409442,15
1575063897.517578,15
1575063897.623121,17
1575063897.731325,18
1575063897.836990,18
1575063897.941489,19
1575063898.046258,19
1575063898.152267,20
1575063898.258600,20
1575063898.363806,19
1575063898.470289,11
1575063898.580745,12
1575063898.686353,13
1575063898.791148,13
1575063898.896874,14
1575063899.001528,15
1575063899.106532,15
1575063899.210602,16
1575063899.322481,17
1575063899.435626,17
1575063899.540242,19
1575063899.644369,20
1575063899.748615,20
1575063899.853095,20
1575063899.958506,12
1575063900.062518,12
1575063900.168155,13
1575063900.281191,14
1575063900.387718,14
1575063900.492126,14
1575063900.597967,15
1575063900.703302,16
1575063900.808905,16
1575063900.913575,17
1575063901.019199,17
1575063901.125161,18
1575063901.235343,19
1575063901.340111,19
1575063901.450174,19
1575063901.556313,18
1575063901.663687,19
1575063901.771325,16
1575063901.875889,12
1575063901.981689,16
1575063902.095974,20
1575063902.201126,20
1575063902.307077,3
1575063902.411949,5
1575063902.517499,7
1575063902.623966,20
1575063902.729255,20
1575063902.835861,20
1575063902.943994,6
1575063903.048904,7
1575063903.161324,9
1575063903.266092,10
1575063903.373402,11
1575063903.480443,12
1575063903.585637,12
1575063903.691848,13
1575063903.797105,14
1575063903.907851,16
1575063904.013452,16
1575063904.118643,17
1575063904.224806,18
1575063904.331008,18
1575063904.440789,19
1575063904.546410,19
1575063904.653595,19
1575063904.759553,19
1575063904.875774,19
1575063904.986906,11
1575063905.093114,12
1575063905.197458,13
1575063905.302490,13
1575063905.407346,14
1575063905.513803,16
1575063905.619425,16
1575063905.724142,17
1575063905.828978,18
1575063905.936273,18
1575063906.041766,19
1575063906.147535,19
1575063906.253747,20
1575063906.360017,20
1575063906.464803,11
1575063906.578230,11
1575063906.683243,12
1575063906.790119,13
1575063906.894479,14
1575063906.999482,14
1575063907.104396,15
1575063907.209584,16
1575063907.316161,16
1575063907.424318,17
1575063907.529161,19
1575063907.635371,19
1575063907.740667,20
1575063907.845184,20
1575063907.949790,20
1575063908.055069,12
1575063908.166367,13
1575063908.278074,20
1575063908.384719,16
1575063908.489609,16
1575063908.598790,15
1575063908.706834,20
1575063908.811935,19
1575063908.918479,3
1575063909.023028,5
1575063909.129633,7
1575063909.234726,15
1575063909.340009,20
1575063909.445904,20
1575063909.550542,16
1575063909.655073,6
1575063909.759760,8
1575063909.865308,10
1575063909.974843,10
1575063910.079751,11
1575063910.185922,13
1575063910.291315,13
1575063910.396476,14
1575063910.502506,15
1575063910.611701,15
1575063910.718068,16
1575063910.823330,17
1575063910.928492,18
1575063911.034128,17
1575063911.140700,18
1575063911.245618,18
1575063911.352265,18
1575063911.457790,19
1575063911.562538,20
1575063911.669098,20
1575063911.780664,20
1575063911.886367,6
1575063911.990835,7
1575063912.096669,8
1575063912.202030,8
1575063912.307760,10
1575063912.412006,11
1575063912.517027,12
1575063912.621975,13
1575063912.727847,13
1575063912.832357,14
1575063912.937844,15
1575063913.042841,14
1575063913.149051,15
1575063913.254469,17
1575063913.359978,17
1575063913.465065,19
1575063913.569536,19
1575063913.675074,20
1575063913.784696,20
1575063913.891032,20
1575063914.011474,11
1575063914.116862,12
1575063914.221898,13
1575063914.330570,13
1575063914.436963,14
1575063914.545210,15
1575063914.653620,16
1575063914.762400,16
1575063914.875554,18
1575063914.980814,19
1575063915.087213,20
1575063915.192805,9
1575063915.298529,11
1575063915.410848,13
1575063915.515661,11
1575063915.621145,20
1575063915.728163,20
1575063915.836958,18
1575063915.946476,6
1575063916.058708,8
1575063916.167287,10
1575063916.272334,20
1575063916.378674,20
1575063916.482962,20
1575063916.592695,3
1575063916.701536,5
1575063916.807125,7
1575063916.911219,8
1575063917.016494,9
1575063917.123334,11
1575063917.229445,12
1575063917.335099,13
1575063917.443232,14
1575063917.556111,14
1575063917.663843,14
1575063917.776303,15
1575063917.882928,15
1575063917.988481,16
1575063918.096259,17
1575063918.201541,17
1575063918.307051,18
1575063918.422821,18
1575063918.528443,19
1575063918.634056,19
1575063918.739840,20
1575063918.847887,12
1575063918.970724,13
1575063919.076505,13
1575063919.187375,14
1575063919.292545,14
1575063919.397345,15
1575063919.502767,16
1575063919.607440,16
1575063919.711995,17
1575063919.817855,18
1575063919.923166,18
1575063920.028183,19
1575063920.133743,19
1575063920.239468,19
1575063920.344134,11
1575063920.448928,12
1575063920.553817,12
1575063920.659275,14
1575063920.767793,15
1575063920.879686,16
1575063920.986811,16
1575063921.097378,17
1575063921.204182,17
1575063921.313215,17
1575063921.419213,17
1575063921.523974,18
1575063921.628476,19
1575063921.734182,19
1575063921.839139,20
1575063921.953450,20
1575063922.058052,19
1575063922.164197,6
1575063922.270473,6
1575063922.375319,9
1575063922.479693,10
1575063922.586932,12
1575063922.692561,13
1575063922.797345,13
1575063922.909191,20
1575063923.019266,20
1575063923.124560,11
1575063923.229558,11
1575063923.334417,13
1575063923.440238,14
1575063923.545411,18
1575063923.650166,20
1575063923.757006,20
1575063923.862697,20
1575063923.968793,8
1575063924.074279,9
1575063924.179244,11
1575063924.287458,20
1575063924.392219,20
1575063924.498144,20
1575063924.607076,19
1575063924.715051,5
1575063924.821083,6
1575063924.927584,8
1575063925.033957,9
1575063925.146144,11
1575063925.250626,12
1575063925.356196,13
1575063925.460097,13
1575063925.565354,14
1575063925.670546,15
1575063925.774865,15
1575063925.879066,15
1575063925.984489,17
1575063926.091679,17
1575063926.197212,17
1575063926.301962,18
1575063926.407447,18
1575063926.512145,19
1575063926.620307,16
1575063926.732415,0
1575063926.840610,0
1575063926.952838,0
1575063927.057572,0
1575063927.171317,0
1575063927.276293,0
1575063927.381117,0
1575063927.486083,0
1575063927.591590,0
1575063927.696713,0
1575063927.801819,0
1575063927.906586,0
1575063928.011413,0
1575063928.116287,0
1575063928.221567,0
1575063928.325876,0
1575063928.433869,0
1575063928.545115,0
1575063928.649135,0
1575063928.755451,0
1575063928.862085,0
1575063928.970975,0
1575063929.075862,0
1575063929.180972,0
1575063929.286849,0
1575063929.391452,0
1575063929.495596,0
1575063929.601501,0
